id,AirportId,Measure,Value,date
10,NTE,temp,5.684430,2022-01-13
10,NTE,temp,5.728120,2022-01-13
10,NTE,temp,5.780352,2022-01-13
10,NTE,temp,5.753352,2022-01-13
10,NTE,temp,5.740699,2022-01-13
10,NTE,temp,5.756544,2022-01-13
10,NTE,temp,5.716554,2022-01-13
10,NTE,temp,5.716119,2022-01-13
10,NTE,temp,5.769368,2022-01-13
10,NTE,temp,5.790254,2022-01-13
10,NTE,temp,5.870804,2022-01-13
10,NTE,temp,6.020302,2022-01-13
10,NTE,temp,6.146836,2022-01-13
10,NTE,temp,6.335874,2022-01-13
10,NTE,temp,6.589828,2022-01-13
10,NTE,temp,6.810204,2022-01-13
10,NTE,temp,7.076541,2022-01-13
10,NTE,temp,7.386379,2022-01-13
10,NTE,temp,7.637745,2022-01-13
10,NTE,temp,7.908405,2022-01-13
10,NTE,temp,8.195786,2022-01-13
10,NTE,temp,8.399663,2022-01-13
10,NTE,temp,8.601206,2022-01-13
10,NTE,temp,8.802546,2022-01-13
10,NTE,temp,8.909360,2022-01-13
10,NTE,temp,9.009395,2022-01-13
10,NTE,temp,9.111552,2022-01-13
10,NTE,temp,9.128130,2022-01-13
10,NTE,temp,9.152837,2022-01-13
10,NTE,temp,9.199380,2022-01-13
10,NTE,temp,9.183534,2022-01-13
10,NTE,temp,9.200854,2022-01-13
10,NTE,temp,9.265053,2022-01-13
10,NTE,temp,9.290232,2022-01-13
10,NTE,temp,9.368624,2022-01-13
10,NTE,temp,9.509128,2022-01-13
10,NTE,temp,9.620003,2022-01-13
10,NTE,temp,9.786979,2022-01-13
10,NTE,temp,10.012098,2022-01-13
10,NTE,temp,10.197089,2022-01-13
10,NTE,temp,10.421812,2022-01-13
10,NTE,temp,10.683424,2022-01-13
10,NTE,temp,10.880264,2022-01-13
10,NTE,temp,11.090454,2022-01-13
10,NTE,temp,11.311054,2022-01-13
10,NTE,temp,11.442201,2022-01-13
10,NTE,temp,11.565439,2022-01-13
10,NTE,temp,11.682595,2022-01-13
10,NTE,temp,11.699723,2022-01-13
10,NTE,temp,11.705010,2022-01-13
10,NTE,temp,11.707073,2022-01-13
10,NTE,temp,11.618612,2022-01-13
10,NTE,temp,11.533796,2022-01-13
10,NTE,temp,11.466069,2022-01-13
10,NTE,temp,11.331645,2022-01-13
10,NTE,temp,11.226565,2022-01-13
10,NTE,temp,11.164293,2022-01-13
10,NTE,temp,11.059380,2022-01-13
10,NTE,temp,11.004564,2022-01-13
10,NTE,temp,11.008520,2022-01-13
10,NTE,temp,10.979981,2022-01-13
10,NTE,temp,11.469914,2022-01-13
